graph_id,image,source,pack_id,gitqa_ref,n,m,girth,cycles,longest_cycle,crossings,ring_order,gold_cycle,foil_kind,reviewer,display_note
0,r000_circular.png,gitqa,gitqa_00,1070,26,26,9,1,,79,node_id,4 – 25 – 3 – 1 – 0 – 21 – 13 – 18 – 14,premature,40190,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
412,r412_circular.png,gitqa,gitqa_206,1276,28,31,4,4,,132,node_id,7 – 4 – 0 – 2,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
413,r413_circular.png,generated,206,gen-206,14,14,5,1,5,20,node_id,5 – 2 – 0 – 6 – 13,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
414,r414_circular.png,gitqa,gitqa_207,1277,28,30,3,3,,0,cycle_backbone,26 – 0 – 1,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
415,r415_circular.png,generated,207,gen-207,19,21,6,3,11,32,node_id,2 – 13 – 12 – 17 – 1 – 3,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
416,r416_circular.png,gitqa,gitqa_208,1278,28,31,3,4,,129,node_id,1 – 4 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
417,r417_circular.png,generated,208,gen-208,13,16,3,4,6,22,node_id,2 – 4 – 9,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
418,r418_circular.png,gitqa,gitqa_209,1279,28,28,3,1,,94,node_id,26 – 0 – 1,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
419,r419_circular.png,generated,209,gen-209,21,21,4,1,4,48,node_id,3 – 15 – 2 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
420,r420_circular.png,gitqa,gitqa_210,1280,28,30,5,3,,3,cycle_backbone,3 – 0 – 1 – 9 – 18,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
421,r421_circular.png,generated,210,gen-210,15,17,5,3,9,41,node_id,3 – 0 – 5 – 8 – 14,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
422,r422_circular.png,gitqa,gitqa_211,1281,28,29,5,2,,0,cycle_backbone,9 – 2 – 0 – 1 – 6,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
423,r423_circular.png,generated,211,gen-211,20,20,6,1,6,54,node_id,19 – 8 – 12 – 9 – 10 – 4,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
424,r424_circular.png,gitqa,gitqa_212,1282,28,28,6,1,,123,node_id,1 – 3 – 4 – 19 – 6 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
425,r425_circular.png,generated,212,gen-212,13,13,3,1,3,27,node_id,9 – 5 – 11,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
426,r426_circular.png,gitqa,gitqa_213,1283,28,29,6,2,,88,node_id,12 – 17 – 16 – 7 – 1 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
427,r427_circular.png,generated,213,gen-213,22,23,4,2,5,35,node_id,12 – 5 – 7 – 17,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
428,r428_circular.png,gitqa,gitqa_214,1284,28,30,3,3,,125,node_id,3 – 1 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
429,r429_circular.png,generated,214,gen-214,16,18,5,3,8,53,node_id,5 – 15 – 12 – 3 – 9,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
430,r430_circular.png,gitqa,gitqa_215,1285,28,30,4,3,,99,node_id,21 – 3 – 0 – 4,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
431,r431_circular.png,generated,215,gen-215,21,22,6,2,8,32,node_id,20 – 2 – 16 – 14 – 10 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
432,r432_circular.png,gitqa,gitqa_216,1286,28,29,4,2,,1,cycle_backbone,8 – 13 – 0 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
433,r433_circular.png,generated,216,gen-216,19,20,3,2,8,57,node_id,1 – 9 – 6,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
434,r434_circular.png,gitqa,gitqa_217,1287,28,30,3,3,,109,node_id,3 – 2 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
435,r435_circular.png,generated,217,gen-217,20,20,4,1,4,52,node_id,15 – 12 – 16 – 3,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
436,r436_circular.png,gitqa,gitqa_218,1288,28,30,5,3,,166,node_id,20 – 6 – 19 – 0 – 2,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
437,r437_circular.png,generated,218,gen-218,13,14,5,2,6,20,node_id,10 – 1 – 0 – 7 – 12,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
438,r438_circular.png,gitqa,gitqa_219,1289,28,31,5,4,,6,cycle_backbone,9 – 1 – 0 – 3 – 18,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
439,r439_circular.png,generated,219,gen-219,17,17,6,1,6,20,node_id,12 – 10 – 3 – 1 – 15 – 16,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
440,r440_circular.png,gitqa,gitqa_220,1290,28,28,9,1,,0,cycle_backbone,11 – 4 – 13 – 1 – 0 – 15 – 25 – 17 – 9,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
441,r441_circular.png,generated,220,gen-220,12,14,3,3,4,29,node_id,7 – 6 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
442,r442_circular.png,gitqa,gitqa_221,1291,28,28,6,1,,123,node_id,2 – 17 – 13 – 1 – 0 – 10,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
443,r443_circular.png,generated,221,gen-221,12,13,4,2,7,17,node_id,11 – 2 – 3 – 9,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
444,r444_circular.png,gitqa,gitqa_222,1292,28,31,3,4,,1,cycle_backbone,1 – 2 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
445,r445_circular.png,generated,222,gen-222,14,15,5,2,6,23,node_id,13 – 0 – 9 – 2 – 4,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
446,r446_circular.png,gitqa,gitqa_223,1293,28,29,4,2,,1,cycle_backbone,1 – 8 – 13 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
447,r447_circular.png,generated,223,gen-223,14,16,6,3,10,38,node_id,3 – 7 – 0 – 13 – 4 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
448,r448_circular.png,gitqa,gitqa_224,1294,28,29,3,2,,0,cycle_backbone,1 – 26 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
449,r449_circular.png,generated,224,gen-224,19,19,3,1,3,38,node_id,10 – 2 – 7,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
450,r450_circular.png,gitqa,gitqa_225,1295,28,28,5,1,,108,node_id,17 – 12 – 14 – 0 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
451,r451_circular.png,generated,225,gen-225,13,15,4,3,6,30,node_id,10 – 7 – 4 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
452,r452_circular.png,gitqa,gitqa_226,1296,28,28,6,1,,147,node_id,21 – 0 – 1 – 20 – 11 – 14,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
453,r453_circular.png,generated,226,gen-226,19,20,5,2,6,50,node_id,13 – 6 – 0 – 7 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
454,r454_circular.png,gitqa,gitqa_227,1297,28,30,5,3,,3,cycle_backbone,0 – 1 – 9 – 18 – 3,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
455,r455_circular.png,generated,227,gen-227,12,12,6,1,6,17,node_id,5 – 4 – 3 – 1 – 9 – 8,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
456,r456_circular.png,gitqa,gitqa_228,1298,28,30,3,3,,0,cycle_backbone,4 – 0 – 3,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
457,r457_circular.png,generated,228,gen-228,11,14,3,4,6,29,node_id,4 – 10 – 2,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
458,r458_circular.png,gitqa,gitqa_229,1299,28,31,4,4,,131,node_id,4 – 0 – 2 – 17,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
459,r459_circular.png,generated,229,gen-229,13,14,4,2,5,22,node_id,12 – 8 – 7 – 3,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
460,r460_circular.png,gitqa,gitqa_230,1300,29,31,6,3,,150,node_id,12 – 2 – 0 – 1 – 8 – 25,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
461,r461_circular.png,generated,230,gen-230,20,21,5,2,9,30,node_id,9 – 6 – 18 – 14 – 13,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
462,r462_circular.png,gitqa,gitqa_231,1301,29,31,3,3,,2,cycle_backbone,2 – 0 – 1,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
463,r463_circular.png,generated,231,gen-231,20,22,6,3,11,53,node_id,5 – 18 – 7 – 3 – 12 – 2,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
464,r464_circular.png,gitqa,gitqa_232,1302,29,29,10,1,,0,cycle_backbone,18 – 1 – 0 – 2 – 5 – 12 – 6 – 15 – 26 – 14,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
465,r465_circular.png,generated,232,gen-232,14,17,3,4,10,31,node_id,2 – 13 – 12,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
466,r466_circular.png,gitqa,gitqa_233,1303,29,29,5,1,,0,cycle_backbone,23 – 6 – 0 – 1 – 3,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
467,r467_circular.png,generated,233,gen-233,22,22,4,1,4,42,node_id,13 – 18 – 9 – 8,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
468,r468_circular.png,gitqa,gitqa_234,1304,29,30,5,2,,151,node_id,0 – 1 – 19 – 6 – 2,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
469,r469_circular.png,generated,234,gen-234,20,22,5,3,7,48,node_id,6 – 12 – 10 – 9 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
470,r470_circular.png,gitqa,gitqa_235,1305,29,31,4,3,,121,node_id,2 – 22 – 1 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
471,r471_circular.png,generated,235,gen-235,21,22,6,2,7,42,node_id,1 – 9 – 18 – 16 – 11 – 3,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
472,r472_circular.png,gitqa,gitqa_236,1306,29,29,4,1,,120,node_id,0 – 2 – 6 – 17,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
473,r473_circular.png,generated,236,gen-236,15,17,3,3,7,33,node_id,4 – 14 – 3,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
474,r474_circular.png,gitqa,gitqa_237,1307,29,30,7,2,,3,cycle_backbone,15 – 26 – 2 – 0 – 1 – 16 – 12,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
475,r475_circular.png,generated,237,gen-237,21,24,4,4,11,53,node_id,14 – 1 – 13 – 9,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
476,r476_circular.png,gitqa,gitqa_238,1308,29,32,3,4,,173,node_id,9 – 3 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
477,r477_circular.png,generated,238,gen-238,16,18,5,3,7,27,node_id,8 – 1 – 0 – 9 – 7,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
478,r478_circular.png,gitqa,gitqa_239,1309,29,32,3,4,,4,cycle_backbone,3 – 0 – 27,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
479,r479_circular.png,generated,239,gen-239,18,20,6,3,9,47,node_id,15 – 11 – 14 – 0 – 8 – 2,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
480,r480_circular.png,gitqa,gitqa_240,1310,29,32,3,4,,115,node_id,2 – 19 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
481,r481_circular.png,generated,240,gen-240,13,15,3,3,7,32,node_id,11 – 7 – 6,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
482,r482_circular.png,gitqa,gitqa_241,1311,29,30,6,2,,5,cycle_backbone,20 – 12 – 1 – 0 – 2 – 4,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
483,r483_circular.png,generated,241,gen-241,12,13,4,2,4,19,node_id,3 – 1 – 0 – 6,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
484,r484_circular.png,gitqa,gitqa_242,1312,29,30,4,2,,144,node_id,2 – 17 – 4 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
485,r485_circular.png,generated,242,gen-242,12,12,5,1,5,16,node_id,8 – 11 – 10 – 9 – 6,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
486,r486_circular.png,gitqa,gitqa_243,1313,29,32,3,4,,131,node_id,23 – 0 – 1,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
487,r487_circular.png,generated,243,gen-243,14,17,6,4,10,14,node_id,1 – 2 – 4 – 0 – 12 – 10,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
488,r488_circular.png,gitqa,gitqa_244,1314,29,30,6,2,,0,cycle_backbone,6 – 0 – 2 – 27 – 13 – 14,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
489,r489_circular.png,generated,244,gen-244,19,19,3,1,3,36,node_id,8 – 13 – 14,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
490,r490_circular.png,gitqa,gitqa_245,1315,29,29,6,1,,165,node_id,21 – 8 – 1 – 0 – 13 – 4,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
491,r491_circular.png,generated,245,gen-245,19,20,4,2,7,49,node_id,1 – 6 – 16 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
492,r492_circular.png,gitqa,gitqa_246,1316,29,32,3,4,,2,cycle_backbone,3 – 1 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
493,r493_circular.png,generated,246,gen-246,21,21,5,1,5,38,node_id,18 – 1 – 6 – 12 – 20,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
494,r494_circular.png,gitqa,gitqa_247,1317,29,30,5,2,,109,node_id,2 – 0 – 1 – 12 – 10,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
495,r495_circular.png,generated,247,gen-247,21,23,6,3,11,48,node_id,6 – 16 – 13 – 15 – 20 – 5,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
496,r496_circular.png,gitqa,gitqa_248,1318,29,29,3,1,,116,node_id,1 – 7 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
497,r497_circular.png,generated,248,gen-248,13,15,3,3,7,31,node_id,10 – 1 – 11,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
498,r498_circular.png,gitqa,gitqa_249,1319,29,32,3,4,,4,cycle_backbone,4 – 24 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
499,r499_circular.png,generated,249,gen-249,11,12,4,2,5,21,node_id,5 – 3 – 1 – 4,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
